Time,Talign,B,Location,Source,Dataset ,Notes,Species,Interval,Relative,DensityCon,Full_census,Census_keep,Census_notes,Time_collected,Dead_trees
1760,1760,2.209302326,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1770,1770,4.186046512,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1780,1780,4.069767442,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1790,1790,6.046511628,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1800,1800,6.046511628,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1810,1810,4.069767442,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1820,1820,1.162790698,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1830,1830,6.046511628,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1840,1840,7.209302326,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1850,1850,15.11627907,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1860,1860,9.069767442,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1870,1870,13.13953488,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1880,1880,13.13953488,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1890,1890,8.023255814,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1900,1900,7.209302326,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1910,1910,20.11627907,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1920,1920,50.11627907,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1930,1930,34.06976744,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1940,1940,27.09302326,"No Man's Mesa, UT",Barger et al. 2009,6,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1450,1450, 1.1791406986962938,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1460,1460,0,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1470,1470, 2.0527126282945396,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1480,1480,0,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1490,1490,0,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1500,1500,0,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1510,1510,0,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1520,1520, 1.1670469479404344,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1530,1530, 2.0531157533197346,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1540,1540,0,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,,2005,n
1550,1550,0,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1560,1560, 1.1291531955720748,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1570,1570,0,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1580,1580, 1.1787375736710983,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1590,1590,2.098265756,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1600,1600, 1.1650313228144578,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1610,1610, 3.216534576033411,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1620,1620, 3.136715821044739,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1630,1630, 6.108956631809789,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1640,1640, 2.0793188799574303,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1650,1650, 7.065169191573075,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1660,1660, 3.1532439470777467,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1670,1670,5.159194072,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1680,1680, 1.1876063242253954,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1690,1690, 3.166547072909192,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1700,1700, 2.102297006393563,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1710,1710, 4.095347130959196,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1720,1720, 5.130169070635567,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1730,1730, 3.1121251945078248,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1740,1740, 3.1399408212463014,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1750,1750, 3.191943949496497,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1760,1760, 3.1846876990429815,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1770,1770, 4.011094000693375,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1780,1780, 4.008675250542203,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1790,1790, 5.1434721964670125,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1800,1800, 2.0269126266820394,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1810,1810, 3.9957752497359533,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1820,1820, 6.984947311559208,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1830,1830, 3.969975248123453,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1840,1840, 8.026219251638704,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1850,1850, 5.088244068015254,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1860,1860, 13.001991437624465,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1870,1870, 13.987632124227009,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1880,1880, 7.166756697922294,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1890,1890, 11.031919439494965,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1900,1900, 10.028138126758634,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1910,1910, 25.034064064629007,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1920,1920, 48.11418113213632,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1930,1930, 17.08605106787819,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1940,1940, 15.053091565818224,"Deer Spring Point, UT",Barger et al. 2009,7,,PiEd,10,0,1,y,y,"No trees smaller than 4cm diam, but did not include trees from recent decades to eliminate effect of not sampling small trees",2005,n
1260,1260,0.38961039,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1270,1270,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1280,1280,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1290,1290,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1300,1300,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1310,1310,0.38961039,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1320,1320,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1330,1330,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1340,1340,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1350,1350,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1360,1360,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1370,1370,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1380,1380,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1390,1390,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1400,1400,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1410,1410,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1420,1420,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1430,1430,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1440,1440,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1450,1450,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1460,1460,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1470,1470,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1480,1480,0.38961039,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1490,1490,0.38961039,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1500,1500,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1510,1510,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1520,1520,0.38961039,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1530,1530,1.038961039,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1540,1540,0.38961039,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1550,1550,0.649350649,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1560,1560,0.38961039,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1570,1570,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1580,1580,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1590,1590,1.428571429,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1600,1600,1.428571429,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1610,1610,0,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1620,1620,1.038961039,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1630,1630,1.428571429,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1640,1640,0.649350649,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1650,1650,1.428571429,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1660,1660,1.038961039,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1670,1670,1.428571429,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1680,1680,1.948051948,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1690,1690,2.467532468,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1700,1700,1.428571429,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1710,1710,2.467532468,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1720,1720,2.727272727,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1730,1730,3.116883117,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1740,1740,3.506493506,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1750,1750,1.948051948,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1760,1760,3.506493506,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1770,1770,1.428571429,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1780,1780,2.337662338,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1790,1790,3.506493506,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1800,1800,4.285714286,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1810,1810,7.142857143,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1820,1820,4.545454545,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1830,1830,5.584415584,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1840,1840,4.545454545,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1850,1850,5.844155844,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1860,1860,7.532467532,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1870,1870,3.636363636,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1880,1880,4.935064935,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1890,1890,14.28571429,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1900,1900,24.28571429,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1910,1910,26.62337662,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1920,1920,26.49350649,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1930,1930,40.77922078,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1940,1940,41.42857143,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1950,1950,44.93506494,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,y,seedlings less than 10cm height not dated,2005,n
1960,1960,61.68831169,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,n,seedlings less than 10cm height not dated,2005,n
1960,1960,54.93506494,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,n,seedlings less than 10cm height not dated,2005,n
1970,1970,48.44155844,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,n,seedlings less than 10cm height not dated,2005,n
1980,1980,26.62337662,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,n,seedlings less than 10cm height not dated,2005,n
2000,2000,9.090909091,"Shoshone Mt, NV",Bauer 2005,8,,PiMo-JuOs,10,1,3,n,n,seedlings less than 10cm height not dated,2005,n
1480,1480,0.752351097,"Uncompahgre Plateau, CO",Shinneman and Baker 2009,9,Year indicates beginning of interval (1900=1900-1919),PiEd,20,1,2.9,y,y,Trees >5cm diam cored <5cm diam were cut. 1562 trees cored total across both specie. Density counts total 536 so Dense conversion is 2.9,2002,n
1500,1500,1.003134796,"Uncompahgre Plateau, CO",Shinneman and Baker 2009,9,Year indicates beginning of interval (1900=1900-1919),PiEd,20,1,2.9,y,y,Trees >5cm diam cored <5cm diam were cut. 1562 trees cored total across both specie. Density counts total 536 so Dense conversion is 2.9,2002,n
1520,1520,1.003134796,"Uncompahgre Plateau, CO",Shinneman and Baker 2009,9,Year indicates beginning of interval (1900=1900-1919),PiEd,20,1,2.9,y,y,Trees >5cm diam cored <5cm diam were cut. 1562 trees cored total across both specie. Density counts total 536 so Dense conversion is 2.9,2002,n
1540,1540,1.253918495,"Uncompahgre Plateau, CO",Shinneman and Baker 2009,9,Year indicates beginning of interval (1900=1900-1919),PiEd,20,1,2.9,y,y,Trees >5cm diam cored <5cm diam were cut. 1562 trees cored total across both specie. Density counts total 536 so Dense conversion is 2.9,2002,n
1560,1560,1.253918495,"Uncompahgre Plateau, CO",Shinneman and Baker 2009,9,Year indicates beginning of interval (1900=1900-1919),PiEd,20,1,2.9,y,y,Trees >5cm diam cored <5cm diam were cut. 1562 trees cored total across both specie. Density counts total 536 so Dense conversion is 2.9,2002,n
1580,1580,1.253918495,"Uncompahgre Plateau, CO",Shinneman and Baker 2009,9,Year indicates beginning of interval (1900=1900-1919),PiEd,20,1,2.9,y,y,Trees >5cm diam cored <5cm diam were cut. 1562 trees cored total across both specie. Density counts total 536 so Dense conversion is 2.9,2002,n
1600,1600,2.257053292,"Uncompahgre Plateau, CO",Shinneman and Baker 2009,9,Year indicates beginning of interval (1900=1900-1919),PiEd,20,1,2.9,y,y,Trees >5cm diam cored <5cm diam were cut. 1562 trees cored total across both specie. Density counts total 536 so Dense conversion is 2.9,2002,n
1620,1620,1.504702194,"Uncompahgre Plateau, CO",Shinneman and Baker 2009,9,Year indicates beginning of interval (1900=1900-1919),PiEd,20,1,2.9,y,y,Trees >5cm diam cored <5cm diam were cut. 1562 trees cored total across both specie. Density counts total 536 so Dense conversion is 2.9,2002,n
1640,1640,2.257053292,"Uncompahgre Plateau, CO",Shinneman and Baker 2009,9,Year indicates beginning of interval (1900=1900-1919),PiEd,20,1,2.9,y,y,Trees >5cm diam cored <5cm diam were cut. 1562 trees cored total across both specie. Density counts total 536 so Dense conversion is 2.9,2002,n
